"Asset","Status","RiskScore","Impact","SizeKB"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\connectivity_plus\example\windows\flutter\CMakeLists.txt","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","3,41"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\connectivity_plus\example\windows\runner\resources\app_icon.ico","USED","40","KEEP - USED IN CODE","32,98"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\connectivity_plus\example\windows\runner\CMakeLists.txt","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","0,58"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\connectivity_plus\example\windows\CMakeLists.txt","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","3,34"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\connectivity_plus\example\README.md","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","0,52"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\connectivity_plus\windows\CMakeLists.txt","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","0,84"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\connectivity_plus\CHANGELOG.md","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","19,82"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\connectivity_plus\README.md","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","7,58"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\flutter_secure_storage_linux\linux\CMakeLists.txt","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","1,11"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\flutter_secure_storage_linux\CHANGELOG.md","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","0,66"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\flutter_secure_storage_linux\README.md","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","0,42"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\jni\android\README.md","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","0,15"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\jni\example\android\app\src\main\res\mipmap-hdpi\ic_launcher.png","USED","40","KEEP - USED IN CODE","0,53"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\jni\example\android\app\src\main\res\mipmap-mdpi\ic_launcher.png","USED","40","KEEP - USED IN CODE","0,43"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\jni\example\android\app\src\main\res\mipmap-xhdpi\ic_launcher.png","USED","40","KEEP - USED IN CODE","0,7"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\jni\example\android\app\src\main\res\mipmap-xxhdpi\ic_launcher.png","USED","40","KEEP - USED IN CODE","1,01"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\jni\example\android\app\src\main\res\mipmap-xxxhdpi\ic_launcher.png","USED","40","KEEP - USED IN CODE","1,41"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\jni\example\linux\flutter\CMakeLists.txt","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","2,75"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\jni\example\linux\CMakeLists.txt","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","5,07"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\jni\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_1024.png","USED","40","KEEP - USED IN CODE","45,89"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\jni\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_128.png","USED","40","KEEP - USED IN CODE","3,2"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\jni\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_16.png","USED","40","KEEP - USED IN CODE","1,4"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\jni\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_256.png","USED","40","KEEP - USED IN CODE","5,79"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\jni\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_32.png","USED","40","KEEP - USED IN CODE","1,21"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\jni\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_512.png","USED","40","KEEP - USED IN CODE","14,45"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\jni\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_64.png","USED","40","KEEP - USED IN CODE","1,83"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\jni\example\windows\flutter\CMakeLists.txt","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","3,48"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\jni\example\windows\runner\resources\app_icon.ico","USED","40","KEEP - USED IN CODE","32,98"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\jni\example\windows\runner\CMakeLists.txt","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","1,16"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\jni\example\windows\CMakeLists.txt","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","3,82"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\jni\example\README.md","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","0,05"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\jni\java\README.md","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","0,16"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\jni\linux\CMakeLists.txt","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","0,55"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\jni\src\CMakeLists.txt","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","1,44"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\jni\src\README.md","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","0,25"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\jni\windows\CMakeLists.txt","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","0,59"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\jni\CHANGELOG.md","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","11,16"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\jni\README.md","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","2,18"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\path_provider_linux\example\linux\flutter\CMakeLists.txt","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","2,65"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\path_provider_linux\example\linux\CMakeLists.txt","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","3,61"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\path_provider_linux\example\README.md","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","0,37"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\path_provider_linux\CHANGELOG.md","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","2,51"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\path_provider_linux\README.md","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","0,56"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\printing\linux\CMakeLists.txt","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","2,96"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\printing\windows\CMakeLists.txt","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","2,33"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\printing\CHANGELOG.md","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","11,27"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\printing\CONTRIBUTING.md","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","4,09"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\printing\example.png","USED","40","KEEP - USED IN CODE","181,5"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\printing\README.md","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","6,49"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\android\app\src\main\res\mipmap-hdpi\ic_launcher.png","USED","40","KEEP - USED IN CODE","0,53"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\android\app\src\main\res\mipmap-mdpi\ic_launcher.png","USED","40","KEEP - USED IN CODE","0,43"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\android\app\src\main\res\mipmap-xhdpi\ic_launcher.png","USED","40","KEEP - USED IN CODE","0,7"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\android\app\src\main\res\mipmap-xxhdpi\ic_launcher.png","USED","40","KEEP - USED IN CODE","1,01"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\android\app\src\main\res\mipmap-xxxhdpi\ic_launcher.png","USED","40","KEEP - USED IN CODE","1,41"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\assets\flutter_logo.png","PROTECTED","100","CRITICAL - BRAND / CERTIFICATE","7,06"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-1024x1024@1x.png","USED","40","KEEP - USED IN CODE","10,68"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-20x20@1x.png","USED","40","KEEP - USED IN CODE","0,29"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-20x20@2x.png","USED","40","KEEP - USED IN CODE","0,4"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-20x20@3x.png","USED","40","KEEP - USED IN CODE","0,44"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-29x29@1x.png","USED","40","KEEP - USED IN CODE","0,28"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-29x29@2x.png","USED","40","KEEP - USED IN CODE","0,45"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-29x29@3x.png","USED","40","KEEP - USED IN CODE","0,69"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-40x40@1x.png","USED","40","KEEP - USED IN CODE","0,4"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-40x40@2x.png","USED","40","KEEP - USED IN CODE","0,57"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-40x40@3x.png","USED","40","KEEP - USED IN CODE","0,84"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-60x60@2x.png","USED","40","KEEP - USED IN CODE","0,84"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-60x60@3x.png","USED","40","KEEP - USED IN CODE","1,63"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-76x76@1x.png","USED","40","KEEP - USED IN CODE","0,74"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-76x76@2x.png","USED","40","KEEP - USED IN CODE","1,2"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-83.5x83.5@2x.png","USED","40","KEEP - USED IN CODE","1,38"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\ios\Runner\Assets.xcassets\LaunchImage.imageset\LaunchImage.png","USED","40","KEEP - USED IN CODE","0,07"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\ios\Runner\Assets.xcassets\LaunchImage.imageset\LaunchImage@2x.png","USED","40","KEEP - USED IN CODE","0,07"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\ios\Runner\Assets.xcassets\LaunchImage.imageset\LaunchImage@3x.png","USED","40","KEEP - USED IN CODE","0,07"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\ios\Runner\Assets.xcassets\LaunchImage.imageset\README.md","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","0,33"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\linux\flutter\CMakeLists.txt","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","2,75"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\linux\CMakeLists.txt","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","3,59"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_1024.png","USED","40","KEEP - USED IN CODE","100,58"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_128.png","USED","40","KEEP - USED IN CODE","5,55"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_16.png","USED","40","KEEP - USED IN CODE","0,51"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_256.png","USED","40","KEEP - USED IN CODE","13,81"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_32.png","USED","40","KEEP - USED IN CODE","1,04"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_512.png","USED","40","KEEP - USED IN CODE","35,55"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_64.png","USED","40","KEEP - USED IN CODE","2,17"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\web\icons\Icon-192.png","USED","40","KEEP - USED IN CODE","5,17"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\web\icons\Icon-512.png","USED","40","KEEP - USED IN CODE","8,06"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\web\favicon.png","PROTECTED","100","CRITICAL - BRAND / CERTIFICATE","0,9"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\windows\flutter\CMakeLists.txt","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","3,55"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\windows\runner\resources\app_icon.ico","USED","40","KEEP - USED IN CODE","32,98"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\windows\runner\CMakeLists.txt","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","0,58"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\windows\CMakeLists.txt","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","3,34"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\README.md","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","0,06"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\windows\CMakeLists.txt","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","2,02"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\CHANGELOG.md","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","23,17"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\README.md","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","10,31"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\shared_preferences_linux\example\linux\flutter\CMakeLists.txt","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","2,65"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\shared_preferences_linux\example\linux\CMakeLists.txt","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","3,11"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\shared_preferences_linux\example\README.md","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","0,37"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\shared_preferences_linux\CHANGELOG.md","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","2,21"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\shared_preferences_linux\README.md","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","0,53"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\url_launcher_linux\example\linux\flutter\CMakeLists.txt","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","2,68"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\url_launcher_linux\example\linux\CMakeLists.txt","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","3,31"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\url_launcher_linux\example\README.md","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","0,37"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\url_launcher_linux\linux\CMakeLists.txt","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","2,21"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\url_launcher_linux\pigeons\copyright.txt","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","0,13"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\url_launcher_linux\CHANGELOG.md","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","2,53"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\url_launcher_linux\README.md","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","0,5"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\CMakeLists.txt","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","2,83"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\runner\CMakeLists.txt","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","0,98"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\CMakeLists.txt","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","4,77"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_1024.png","USED","40","KEEP - USED IN CODE","100,58"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_128.png","USED","40","KEEP - USED IN CODE","5,55"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_16.png","USED","40","KEEP - USED IN CODE","0,51"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_256.png","USED","40","KEEP - USED IN CODE","13,81"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_32.png","USED","40","KEEP - USED IN CODE","1,04"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_512.png","USED","40","KEEP - USED IN CODE","35,55"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_64.png","USED","40","KEEP - USED IN CODE","2,17"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\marketing\README.md","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","1,44"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\prompts\base-audit.txt","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","0,21"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\web\icons\Icon-192.png","USED","40","KEEP - USED IN CODE","5,17"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\web\icons\Icon-512.png","USED","40","KEEP - USED IN CODE","8,06"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\web\icons\Icon-maskable-192.png","USED","40","KEEP - USED IN CODE","5,46"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\web\icons\Icon-maskable-512.png","USED","40","KEEP - USED IN CODE","20,51"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\web\favicon.png","PROTECTED","100","CRITICAL - BRAND / CERTIFICATE","0,9"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\android\app\src\main\res\mipmap-hdpi\ic_launcher.png","USED","40","KEEP - USED IN CODE","0,53"
